Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Ecuador,ECU,2022-03-28,82.43,
Ecuador,ECU,2022-03-29,82.44,
Ecuador,ECU,2022-03-30,82.46,
Ecuador,ECU,2022-03-31,82.47,
Ecuador,ECU,2022-04-04,83.64,
Ecuador,ECU,2022-04-05,83.66,
Ecuador,ECU,2022-04-06,83.68,
Ecuador,ECU,2022-04-07,83.7,
Ecuador,ECU,2022-04-08,83.72,
Ecuador,ECU,2022-04-09,83.72,
Ecuador,ECU,2022-04-10,83.72,
Ecuador,ECU,2022-04-11,83.74,
Ecuador,ECU,2022-04-12,83.75,
Ecuador,ECU,2022-04-13,83.77,
Ecuador,ECU,2022-04-14,83.79,
Ecuador,ECU,2022-04-15,83.79,
Ecuador,ECU,2022-04-16,83.79,
Ecuador,ECU,2022-04-17,83.79,
Ecuador,ECU,2022-04-18,83.81,
Ecuador,ECU,2022-04-19,83.83,
Ecuador,ECU,2022-04-20,83.85,
Ecuador,ECU,2022-04-21,83.87,
Ecuador,ECU,2022-04-22,83.89,
Ecuador,ECU,2022-04-23,83.89,
Ecuador,ECU,2022-04-24,83.9,
Ecuador,ECU,2022-04-25,83.92,
Ecuador,ECU,2022-04-26,83.95,
Ecuador,ECU,2022-04-27,83.98,
Ecuador,ECU,2022-04-28,84,
Ecuador,ECU,2022-04-29,84.03,
Ecuador,ECU,2022-04-30,84.03,
Ecuador,ECU,2022-05-01,84.03,
Ecuador,ECU,2022-05-02,84.03,
Ecuador,ECU,2022-05-03,84.05,
Ecuador,ECU,2022-05-04,84.08,
Ecuador,ECU,2022-05-05,84.09,
Ecuador,ECU,2022-05-06,84.11,
Ecuador,ECU,2022-05-07,84.11,
Ecuador,ECU,2022-05-08,84.11,
Ecuador,ECU,2022-05-09,84.12,
Ecuador,ECU,2022-05-10,84.13,
Ecuador,ECU,2022-05-11,84.14,
Ecuador,ECU,2022-05-12,84.15,
Ecuador,ECU,2022-05-13,84.16,
Ecuador,ECU,2022-05-14,84.17,
Ecuador,ECU,2022-05-15,84.17,
Ecuador,ECU,2022-05-16,84.18,
Ecuador,ECU,2022-05-17,84.18,
Ecuador,ECU,2022-05-18,84.19,
Ecuador,ECU,2022-05-19,84.2,
Ecuador,ECU,2022-05-20,84.21,
Ecuador,ECU,2022-05-21,84.21,
Ecuador,ECU,2022-05-22,84.21,
Ecuador,ECU,2022-05-23,84.21,
Ecuador,ECU,2022-05-24,84.22,
Ecuador,ECU,2022-05-25,84.23,
Ecuador,ECU,2022-05-26,84.23,
Ecuador,ECU,2022-05-27,84.24,
Ecuador,ECU,2022-05-28,84.24,
Ecuador,ECU,2022-05-29,84.24,
Ecuador,ECU,2022-05-30,84.25,
Ecuador,ECU,2022-05-31,84.26,
Ecuador,ECU,2022-06-01,84.26,
Ecuador,ECU,2022-06-02,84.27,
Ecuador,ECU,2022-06-03,84.27,
Ecuador,ECU,2022-06-04,84.27,
Ecuador,ECU,2022-06-05,84.27,
Ecuador,ECU,2022-06-06,84.28,
Ecuador,ECU,2022-06-07,84.29,
Ecuador,ECU,2022-06-08,84.29,
Ecuador,ECU,2022-06-09,84.3,
Ecuador,ECU,2022-06-10,84.31,
Ecuador,ECU,2022-06-11,84.31,
Ecuador,ECU,2022-06-12,84.31,
Ecuador,ECU,2022-06-13,84.31,
Ecuador,ECU,2022-06-14,84.32,
Ecuador,ECU,2022-06-15,84.33,
Ecuador,ECU,2022-06-16,84.33,
Ecuador,ECU,2022-06-17,84.34,
Ecuador,ECU,2022-06-18,84.34,
Ecuador,ECU,2022-06-19,84.34,
Ecuador,ECU,2022-06-20,84.35,
Ecuador,ECU,2022-06-21,84.35,
Ecuador,ECU,2022-06-23,84.36,
Ecuador,ECU,2022-06-24,84.37,
Ecuador,ECU,2022-06-25,84.37,
Ecuador,ECU,2022-06-26,84.37,
Ecuador,ECU,2022-06-27,84.37,
Ecuador,ECU,2022-06-28,84.38,
Ecuador,ECU,2022-06-29,84.38,
Ecuador,ECU,2022-06-30,84.39,
Ecuador,ECU,2022-07-01,84.39,
Ecuador,ECU,2022-07-02,84.39,
Ecuador,ECU,2022-07-03,84.39,
Ecuador,ECU,2022-07-04,84.4,
Ecuador,ECU,2022-07-05,84.4,
Ecuador,ECU,2022-07-06,84.41,
Ecuador,ECU,2022-07-07,84.41,
Ecuador,ECU,2022-07-08,84.42,
Ecuador,ECU,2022-07-09,84.42,
Ecuador,ECU,2022-07-10,84.42,
Ecuador,ECU,2022-07-11,84.43,
Ecuador,ECU,2022-07-12,84.44,
Ecuador,ECU,2022-07-13,84.44,
Ecuador,ECU,2022-07-14,84.45,
Ecuador,ECU,2022-07-15,84.46,
Ecuador,ECU,2022-07-16,84.46,
Ecuador,ECU,2022-07-17,84.46,
Ecuador,ECU,2022-07-18,84.46,
Ecuador,ECU,2022-07-19,84.47,
Ecuador,ECU,2022-07-20,84.48,
Ecuador,ECU,2022-07-21,84.49,
Ecuador,ECU,2022-07-22,84.49,
Ecuador,ECU,2022-07-23,84.49,
Ecuador,ECU,2022-07-24,84.49,
Ecuador,ECU,2022-07-25,84.5,
Ecuador,ECU,2022-07-26,84.51,
Ecuador,ECU,2022-07-27,84.51,
Ecuador,ECU,2022-07-28,84.52,
Ecuador,ECU,2022-07-29,84.53,
Ecuador,ECU,2022-07-30,84.53,
Ecuador,ECU,2022-07-31,84.53,
Ecuador,ECU,2022-08-01,84.54,
Ecuador,ECU,2022-08-02,84.55,
Ecuador,ECU,2022-08-03,84.56,
Ecuador,ECU,2022-08-04,84.57,
Ecuador,ECU,2022-08-05,84.57,
Ecuador,ECU,2022-08-06,84.58,
Ecuador,ECU,2022-08-07,84.58,
Ecuador,ECU,2022-08-08,84.58,
Ecuador,ECU,2022-08-09,84.59,
Ecuador,ECU,2022-08-10,84.6,
Ecuador,ECU,2022-08-11,84.6,
Ecuador,ECU,2022-08-12,84.6,
Ecuador,ECU,2022-08-13,84.6,
Ecuador,ECU,2022-08-14,84.61,
Ecuador,ECU,2022-08-15,84.61,
Ecuador,ECU,2022-08-16,84.62,
Ecuador,ECU,2022-08-17,84.63,
Ecuador,ECU,2022-08-18,84.63,
Ecuador,ECU,2022-08-19,84.64,
Ecuador,ECU,2022-08-20,84.64,
Ecuador,ECU,2022-08-21,84.64,
Ecuador,ECU,2022-08-22,84.65,
Ecuador,ECU,2022-11-18,84.96,
Ecuador,ECU,2022-12-02,85.02,
Ecuador,ECU,2022-12-07,85.04,
Ecuador,ECU,2022-12-09,85.04,
Ecuador,ECU,2022-12-15,85.06,
Ecuador,ECU,2022-12-16,85.07,
Ecuador,ECU,2022-12-22,85.08,
Ecuador,ECU,2023-01-03,85.09,
Ecuador,ECU,2023-01-06,85.1,
Ecuador,ECU,2023-01-12,85.11,
Ecuador,ECU,2023-01-13,85.11,
Ecuador,ECU,2023-01-20,85.12,
Ecuador,ECU,2023-01-27,85.13,
Ecuador,ECU,2023-02-03,85.14,
Ecuador,ECU,2023-02-10,85.15,
Ecuador,ECU,2023-02-17,85.15,
Ecuador,ECU,2023-02-24,85.16,
Ecuador,ECU,2023-03-03,85.17,
Ecuador,ECU,2023-03-10,85.17,
Ecuador,ECU,2023-03-17,85.18,
Ecuador,ECU,2023-03-31,85.18,
Egypt,EGY,2021-01-24,0,
Egypt,EGY,2021-01-30,0,
Egypt,EGY,2021-03-27,0.15,
Egypt,EGY,2021-04-18,0.59,
Egypt,EGY,2021-05-09,0.96,
Egypt,EGY,2021-05-11,1.02,
Egypt,EGY,2021-05-22,1.42,
Egypt,EGY,2021-05-23,1.49,
Egypt,EGY,2021-05-24,1.57,
Egypt,EGY,2021-05-25,1.63,
Egypt,EGY,2021-05-29,2.03,
Egypt,EGY,2021-06-01,2.22,
Egypt,EGY,2021-06-09,2.54,
Egypt,EGY,2021-06-12,2.64,
Egypt,EGY,2021-06-14,2.77,
Egypt,EGY,2021-06-16,2.81,
Egypt,EGY,2021-06-20,2.99,
Egypt,EGY,2021-06-23,3.08,
Egypt,EGY,2021-06-27,3.14,
Egypt,EGY,2021-06-28,3.16,
Egypt,EGY,2021-07-04,3.21,
Egypt,EGY,2021-07-06,3.21,
Egypt,EGY,2021-07-07,3.22,
Egypt,EGY,2021-07-08,3.23,
Egypt,EGY,2021-07-12,3.27,
Egypt,EGY,2021-07-25,3.33,
Egypt,EGY,2021-07-26,3.33,
Egypt,EGY,2021-08-01,3.41,
Egypt,EGY,2021-08-05,3.46,
Egypt,EGY,2021-08-10,3.5,
Egypt,EGY,2021-08-16,3.89,
Egypt,EGY,2021-08-25,4.6,
Egypt,EGY,2021-08-27,5.06,
Egypt,EGY,2021-09-01,5.57,
Egypt,EGY,2021-09-05,6.23,
Egypt,EGY,2021-09-09,6.38,
Egypt,EGY,2021-09-15,6.98,
Egypt,EGY,2021-09-16,7.35,
Egypt,EGY,2021-09-23,8.64,
Egypt,EGY,2021-09-27,9.48,
Egypt,EGY,2021-09-30,10.01,
Egypt,EGY,2021-10-08,12.21,
Egypt,EGY,2021-10-17,13.96,
Egypt,EGY,2021-10-23,15.09,
Egypt,EGY,2021-10-29,16.16,
Egypt,EGY,2021-11-01,16.69,
Egypt,EGY,2021-11-06,17.54,
Egypt,EGY,2021-11-10,19.03,
Egypt,EGY,2021-11-13,19.6,
Egypt,EGY,2021-11-20,21.31,
Egypt,EGY,2021-11-28,22.92,
Egypt,EGY,2021-11-29,23.36,
Egypt,EGY,2021-12-04,24.6,
Egypt,EGY,2021-12-06,25.21,
Egypt,EGY,2021-12-11,26.61,
Egypt,EGY,2021-12-14,27.49,
Egypt,EGY,2021-12-18,28.42,
Egypt,EGY,2021-12-20,28.92,
Egypt,EGY,2021-12-24,29.82,
Egypt,EGY,2022-01-04,31.85,
Egypt,EGY,2022-01-08,32.36,
Egypt,EGY,2022-01-15,33.25,
Egypt,EGY,2022-01-21,33.84,
Egypt,EGY,2022-01-24,34.1,
Egypt,EGY,2022-01-30,34.52,
Egypt,EGY,2022-02-06,35.28,
Egypt,EGY,2022-02-09,35.42,
Egypt,EGY,2022-02-19,36.12,
Egypt,EGY,2022-02-26,36.73,
Egypt,EGY,2022-03-01,37.11,
Egypt,EGY,2022-03-15,39.41,
Egypt,EGY,2022-03-20,40.12,
Egypt,EGY,2022-03-27,40.65,
Egypt,EGY,2022-04-12,41.34,
Egypt,EGY,2022-04-23,41.65,
Egypt,EGY,2022-04-30,41.8,
Egypt,EGY,2022-05-04,41.83,
Egypt,EGY,2022-05-08,41.89,
Egypt,EGY,2022-05-14,42,
Egypt,EGY,2022-05-15,42.03,
Egypt,EGY,2022-05-30,43.11,
Egypt,EGY,2022-06-05,43.11,
Egypt,EGY,2022-06-27,43.5,
Egypt,EGY,2022-06-29,45.41,
Egypt,EGY,2022-07-05,45.71,
Egypt,EGY,2022-07-16,45.93,
Egypt,EGY,2022-07-19,46.31,
Egypt,EGY,2022-07-27,46.6,
Egypt,EGY,2022-08-07,46.91,
Egypt,EGY,2022-08-15,47.04,
Egypt,EGY,2022-08-21,47.2,
Egypt,EGY,2022-08-30,47.34,
Egypt,EGY,2022-09-04,47.41,
Egypt,EGY,2022-09-11,47.47,
Egypt,EGY,2022-09-25,47.59,
Egypt,EGY,2022-09-29,47.75,
Egypt,EGY,2022-10-23,48.16,
Egypt,EGY,2022-10-30,48.2,
Egypt,EGY,2022-11-06,48.25,
Egypt,EGY,2022-11-14,48.28,
Egypt,EGY,2022-11-27,48.33,
Egypt,EGY,2022-12-04,48.36,
Egypt,EGY,2022-12-18,48.41,
Egypt,EGY,2023-01-03,48.43,
Egypt,EGY,2023-01-15,48.48,
Egypt,EGY,2023-01-22,48.51,
Egypt,EGY,2023-01-29,48.52,
Egypt,EGY,2023-01-31,48.69,
Egypt,EGY,2023-02-19,49.37,
Egypt,EGY,2023-02-26,49.69,
Egypt,EGY,2023-03-19,50.52,
Egypt,EGY,2023-03-26,50.64,
Egypt,EGY,2023-04-02,50.82,
Egypt,EGY,2023-04-09,50.92,
Egypt,EGY,2023-04-25,51.09,
Egypt,EGY,2023-05-21,51.27,
El Salvador,SLV,2021-02-17,0,
El Salvador,SLV,2021-02-22,0.09,
El Salvador,SLV,2021-02-25,0.25,
El Salvador,SLV,2021-03-14,0.39,
El Salvador,SLV,2021-03-17,0.57,
El Salvador,SLV,2021-03-18,0.66,
El Salvador,SLV,2021-03-21,0.77,
El Salvador,SLV,2021-03-28,1.1,
El Salvador,SLV,2021-03-31,1.58,
El Salvador,SLV,2021-04-01,1.9,
El Salvador,SLV,2021-04-02,2.1,
El Salvador,SLV,2021-04-07,2.53,
El Salvador,SLV,2021-04-09,2.84,
El Salvador,SLV,2021-04-11,3.16,
El Salvador,SLV,2021-04-13,4.87,
El Salvador,SLV,2021-04-14,5.62,
El Salvador,SLV,2021-04-15,6.33,
El Salvador,SLV,2021-04-16,7.02,
El Salvador,SLV,2021-04-17,7.63,
El Salvador,SLV,2021-04-22,9.98,
El Salvador,SLV,2021-04-23,10.64,
El Salvador,SLV,2021-04-26,11.33,
El Salvador,SLV,2021-04-27,11.8,
El Salvador,SLV,2021-04-28,12.25,
El Salvador,SLV,2021-04-29,12.73,
El Salvador,SLV,2021-04-30,13.25,
El Salvador,SLV,2021-05-04,14.05,
El Salvador,SLV,2021-05-05,14.48,
El Salvador,SLV,2021-05-06,14.86,
El Salvador,SLV,2021-05-07,15.13,
El Salvador,SLV,2021-05-11,15.31,
El Salvador,SLV,2021-05-13,15.72,
El Salvador,SLV,2021-05-14,15.98,
El Salvador,SLV,2021-05-15,16.17,
El Salvador,SLV,2021-05-17,16.35,
El Salvador,SLV,2021-05-18,16.59,
El Salvador,SLV,2021-05-19,16.83,
El Salvador,SLV,2021-05-20,17.04,
El Salvador,SLV,2021-05-21,17.11,
El Salvador,SLV,2021-05-22,17.32,
El Salvador,SLV,2021-05-24,17.38,
El Salvador,SLV,2021-05-25,17.51,
El Salvador,SLV,2021-05-26,17.6,
El Salvador,SLV,2021-05-27,17.66,
El Salvador,SLV,2021-05-31,18.01,
El Salvador,SLV,2021-06-01,18.2,
El Salvador,SLV,2021-06-02,18.45,
El Salvador,SLV,2021-06-07,19.66,
El Salvador,SLV,2021-06-09,20.53,
El Salvador,SLV,2021-06-11,21.24,
El Salvador,SLV,2021-06-15,21.85,
El Salvador,SLV,2021-06-16,22.22,
El Salvador,SLV,2021-06-18,22.5,
El Salvador,SLV,2021-06-21,22.81,
El Salvador,SLV,2021-06-22,23.28,
El Salvador,SLV,2021-06-23,23.81,
El Salvador,SLV,2021-06-25,25.02,
El Salvador,SLV,2021-07-01,26.89,
El Salvador,SLV,2021-07-02,27.27,
El Salvador,SLV,2021-07-06,28.02,
El Salvador,SLV,2021-07-08,29.85,
El Salvador,SLV,2021-07-09,30.8,
El Salvador,SLV,2021-07-12,31.74,
El Salvador,SLV,2021-07-13,32.58,
El Salvador,SLV,2021-07-14,33.43,
El Salvador,SLV,2021-07-16,35.34,
El Salvador,SLV,2021-07-19,36.3,
El Salvador,SLV,2021-07-20,37.15,
El Salvador,SLV,2021-07-21,38.06,
El Salvador,SLV,2021-07-22,38.95,
El Salvador,SLV,2021-07-23,39.89,
El Salvador,SLV,2021-07-26,40.92,
El Salvador,SLV,2021-07-27,41.87,
El Salvador,SLV,2021-07-28,42.78,
El Salvador,SLV,2021-07-29,43.62,
El Salvador,SLV,2021-07-30,44.53,
El Salvador,SLV,2021-08-02,45.71,
El Salvador,SLV,2021-08-03,46.29,
El Salvador,SLV,2021-08-04,46.81,
El Salvador,SLV,2021-08-05,47.89,
El Salvador,SLV,2021-08-09,48.33,
El Salvador,SLV,2021-08-10,48.82,
El Salvador,SLV,2021-08-11,49.46,
El Salvador,SLV,2021-08-12,50.04,
El Salvador,SLV,2021-08-13,50.72,
El Salvador,SLV,2021-08-16,51.17,
El Salvador,SLV,2021-08-17,51.66,
El Salvador,SLV,2021-08-18,52.18,
El Salvador,SLV,2021-08-19,52.46,
El Salvador,SLV,2021-08-20,52.74,
El Salvador,SLV,2021-08-23,53.07,
El Salvador,SLV,2021-08-24,53.4,
El Salvador,SLV,2021-08-25,53.83,
El Salvador,SLV,2021-08-27,54.9,
El Salvador,SLV,2021-08-30,55.27,
El Salvador,SLV,2021-08-31,55.87,
El Salvador,SLV,2021-09-02,56.73,
El Salvador,SLV,2021-09-03,57.67,
El Salvador,SLV,2021-09-06,58.35,
El Salvador,SLV,2021-09-07,58.89,
El Salvador,SLV,2021-09-09,59.82,
El Salvador,SLV,2021-09-10,60.26,
El Salvador,SLV,2021-09-13,60.72,
El Salvador,SLV,2021-09-14,60.93,
El Salvador,SLV,2021-09-16,61.16,
El Salvador,SLV,2021-09-19,61.67,
El Salvador,SLV,2021-09-21,62.07,
El Salvador,SLV,2021-09-22,62.54,
El Salvador,SLV,2021-09-23,63.24,
El Salvador,SLV,2021-09-26,63.7,
El Salvador,SLV,2021-09-27,64.01,
El Salvador,SLV,2021-09-29,64.52,
El Salvador,SLV,2021-09-30,64.82,
El Salvador,SLV,2021-10-03,65.06,
El Salvador,SLV,2021-10-04,65.27,
El Salvador,SLV,2021-10-05,65.45,
El Salvador,SLV,2021-10-06,65.67,
El Salvador,SLV,2021-10-07,65.87,
El Salvador,SLV,2021-10-10,66.11,
El Salvador,SLV,2021-10-11,66.27,
El Salvador,SLV,2021-10-12,66.43,
El Salvador,SLV,2021-10-13,66.57,
El Salvador,SLV,2021-10-14,66.72,
El Salvador,SLV,2021-10-17,66.9,
El Salvador,SLV,2021-10-18,67.02,
El Salvador,SLV,2021-10-25,67.67,
El Salvador,SLV,2021-10-28,68.09,
El Salvador,SLV,2021-11-03,68.43,
El Salvador,SLV,2021-11-04,68.52,
El Salvador,SLV,2021-11-08,68.75,
El Salvador,SLV,2021-11-09,68.84,
El Salvador,SLV,2021-11-10,68.93,
El Salvador,SLV,2021-11-11,69.03,
El Salvador,SLV,2021-11-14,69.13,
El Salvador,SLV,2021-11-16,69.3,
El Salvador,SLV,2021-11-21,69.42,
El Salvador,SLV,2021-11-22,69.5,
El Salvador,SLV,2021-11-23,69.56,
El Salvador,SLV,2021-11-24,69.7,
El Salvador,SLV,2021-11-28,69.76,
El Salvador,SLV,2021-11-30,69.89,
El Salvador,SLV,2021-12-05,70.06,
El Salvador,SLV,2021-12-06,70.1,
El Salvador,SLV,2021-12-07,70.15,
El Salvador,SLV,2021-12-08,70.2,
El Salvador,SLV,2021-12-12,70.29,
El Salvador,SLV,2021-12-13,70.35,
El Salvador,SLV,2021-12-16,70.47,
El Salvador,SLV,2021-12-20,70.53,
El Salvador,SLV,2021-12-21,70.58,
El Salvador,SLV,2021-12-22,70.65,
El Salvador,SLV,2021-12-30,70.76,
El Salvador,SLV,2022-01-04,70.81,
El Salvador,SLV,2022-01-20,71.32,
El Salvador,SLV,2022-01-24,71.4,
El Salvador,SLV,2022-01-25,71.43,
El Salvador,SLV,2022-01-27,71.51,
El Salvador,SLV,2022-01-30,71.55,
El Salvador,SLV,2022-02-10,71.81,
El Salvador,SLV,2022-02-13,71.83,
El Salvador,SLV,2022-02-15,71.87,
El Salvador,SLV,2022-02-27,72.06,
El Salvador,SLV,2022-02-28,72.11,
El Salvador,SLV,2022-03-14,72.21,
El Salvador,SLV,2022-03-17,72.24,
El Salvador,SLV,2022-03-18,72.25,
El Salvador,SLV,2022-03-23,72.29,
El Salvador,SLV,2022-03-24,72.32,
El Salvador,SLV,2022-04-01,72.39,
El Salvador,SLV,2022-04-04,72.4,
El Salvador,SLV,2022-04-18,72.47,
El Salvador,SLV,2022-04-26,72.53,
El Salvador,SLV,2022-05-20,72.64,
El Salvador,SLV,2022-05-26,72.67,
El Salvador,SLV,2022-05-30,72.68,
El Salvador,SLV,2022-06-03,72.7,
El Salvador,SLV,2022-06-07,72.71,
El Salvador,SLV,2022-06-16,72.75,
El Salvador,SLV,2022-06-21,72.77,
El Salvador,SLV,2022-06-29,72.84,
El Salvador,SLV,2022-07-08,72.9,
El Salvador,SLV,2022-07-26,73.07,
El Salvador,SLV,2022-10-02,73.43,
England,,2021-01-10,3.46,
England,,2021-01-11,3.68,
England,,2021-01-12,3.99,
England,,2021-01-13,4.41,
England,,2021-01-14,4.9,
England,,2021-01-15,5.46,
England,,2021-01-16,5.95,
England,,2021-01-17,6.22,
England,,2021-01-18,6.52,
England,,2021-01-19,7.05,
England,,2021-01-20,7.61,
England,,2021-01-21,8.24,
England,,2021-01-22,8.99,
England,,2021-01-23,9.78,
England,,2021-01-24,10.13,
England,,2021-01-25,10.54,
England,,2021-01-26,11,
England,,2021-01-27,11.45,
England,,2021-01-28,12.05,
England,,2021-01-29,12.83,
England,,2021-01-30,13.78,
England,,2021-01-31,14.29,
England,,2021-02-01,14.79,
England,,2021-02-02,15.32,
England,,2021-02-03,15.99,
England,,2021-02-04,16.68,
England,,2021-02-05,17.39,
England,,2021-02-06,18.2,
England,,2021-02-07,18.6,
England,,2021-02-08,19.05,
England,,2021-02-09,19.6,
England,,2021-02-10,20.2,
England,,2021-02-11,20.88,
England,,2021-02-12,21.66,
England,,2021-02-13,22.41,
England,,2021-02-14,22.75,
England,,2021-02-15,23.13,
England,,2021-02-16,23.69,
England,,2021-02-17,24.43,
England,,2021-02-18,25.14,
England,,2021-02-19,25.71,
England,,2021-02-20,26.25,
England,,2021-02-21,26.45,
England,,2021-02-22,26.73,
England,,2021-02-23,27.23,
England,,2021-02-24,27.93,
England,,2021-02-25,28.7,
England,,2021-02-26,29.5,
England,,2021-02-27,30.15,
England,,2021-02-28,30.44,
England,,2021-03-01,30.72,
England,,2021-03-02,31.04,
England,,2021-03-03,31.45,
England,,2021-03-04,32.02,
England,,2021-03-05,32.7,
England,,2021-03-06,33.38,
England,,2021-03-07,33.63,
England,,2021-03-08,33.95,
England,,2021-03-09,34.27,
England,,2021-03-10,34.64,
England,,2021-03-11,35.01,
England,,2021-03-12,35.56,
England,,2021-03-13,36.37,
England,,2021-03-14,36.77,
England,,2021-03-15,37.35,
England,,2021-03-16,38.01,
England,,2021-03-17,38.7,
England,,2021-03-18,39.5,
England,,2021-03-19,40.45,
England,,2021-03-20,41.66,
England,,2021-03-21,42.18,
England,,2021-03-22,42.68,
England,,2021-03-23,43.16,
England,,2021-03-24,43.65,
England,,2021-03-25,44.1,
England,,2021-03-26,44.71,
England,,2021-03-27,45.36,
England,,2021-03-28,45.81,
England,,2021-03-29,46.14,
England,,2021-03-30,46.45,
England,,2021-03-31,46.78,
England,,2021-04-01,47,
England,,2021-04-02,47.12,
England,,2021-04-03,47.25,
England,,2021-04-04,47.3,
England,,2021-04-05,47.33,
England,,2021-04-06,47.43,
England,,2021-04-07,47.53,
England,,2021-04-08,47.63,
England,,2021-04-09,47.74,
England,,2021-04-10,47.87,
England,,2021-04-11,47.94,
England,,2021-04-12,47.98,
England,,2021-04-13,48.05,
England,,2021-04-14,48.19,
England,,2021-04-15,48.36,
England,,2021-04-16,48.54,
England,,2021-04-17,48.73,
England,,2021-04-18,48.86,
England,,2021-04-19,49.01,
England,,2021-04-20,49.16,
England,,2021-04-21,49.32,
England,,2021-04-22,49.51,
England,,2021-04-23,49.7,
England,,2021-04-24,49.92,
England,,2021-04-25,50.03,
England,,2021-04-26,50.14,
England,,2021-04-27,50.3,
England,,2021-04-28,50.48,
England,,2021-04-29,50.67,
England,,2021-04-30,50.88,
England,,2021-05-01,51.1,
England,,2021-05-02,51.22,
England,,2021-05-03,51.33,
England,,2021-05-04,51.5,
England,,2021-05-05,51.69,
England,,2021-05-06,51.87,
England,,2021-05-07,52.06,
England,,2021-05-08,52.3,
England,,2021-05-09,52.43,
England,,2021-05-10,52.57,
England,,2021-05-11,52.74,
England,,2021-05-12,53,
England,,2021-05-13,53.31,
England,,2021-05-14,53.64,
England,,2021-05-15,54,
England,,2021-05-16,54.19,
England,,2021-05-17,54.34,
England,,2021-05-18,54.61,
England,,2021-05-19,55.03,
England,,2021-05-20,55.45,
England,,2021-05-21,55.79,
England,,2021-05-22,56.1,
England,,2021-05-23,56.28,
England,,2021-05-24,56.45,
England,,2021-05-25,56.73,
England,,2021-05-26,57.09,
England,,2021-05-27,57.49,
England,,2021-05-28,57.8,
England,,2021-05-29,58.07,
England,,2021-05-30,58.25,
England,,2021-05-31,58.37,
England,,2021-06-01,58.51,
England,,2021-06-02,58.74,
England,,2021-06-03,59.02,
England,,2021-06-04,59.28,
England,,2021-06-05,59.59,
England,,2021-06-06,59.77,
England,,2021-06-07,59.93,
England,,2021-06-08,60.12,
England,,2021-06-09,60.39,
England,,2021-06-10,60.69,
England,,2021-06-11,61.01,
England,,2021-06-12,61.41,
England,,2021-06-13,61.63,
England,,2021-06-14,61.83,
England,,2021-06-15,62.11,
England,,2021-06-16,62.41,
England,,2021-06-17,62.79,
England,,2021-06-18,63.14,
England,,2021-06-19,63.59,
England,,2021-06-20,63.84,
England,,2021-06-22,64.33,
England,,2021-06-23,64.66,
England,,2021-06-24,65.02,
England,,2021-06-25,65.33,
England,,2021-06-26,65.71,
England,,2021-06-27,65.92,
England,,2021-06-28,66.11,
England,,2021-06-29,66.31,
England,,2021-06-30,66.52,
England,,2021-07-01,66.76,
England,,2021-07-02,66.95,
England,,2021-07-03,67.16,
England,,2021-07-04,67.28,
England,,2021-07-05,67.39,
England,,2021-07-06,67.51,
England,,2021-07-07,67.64,
England,,2021-07-08,67.79,
England,,2021-07-09,67.93,
England,,2021-07-10,68.07,
England,,2021-07-11,68.13,
England,,2021-07-12,68.21,
England,,2021-07-13,68.3,
England,,2021-07-14,68.39,
England,,2021-07-15,68.48,
England,,2021-07-16,68.57,
England,,2021-07-17,68.68,
England,,2021-07-18,68.72,
England,,2021-07-19,68.78,
England,,2021-07-20,68.84,
England,,2021-07-21,68.91,
England,,2021-07-22,68.98,
England,,2021-07-23,69.05,
England,,2021-07-24,69.11,
England,,2021-07-25,69.15,
England,,2021-07-26,69.19,
England,,2021-07-27,69.25,
England,,2021-07-28,69.3,
England,,2021-07-29,69.37,
England,,2021-07-30,69.42,
England,,2021-07-31,69.48,
England,,2021-08-01,69.51,
England,,2021-08-02,69.55,
England,,2021-08-03,69.6,
England,,2021-08-04,69.65,
England,,2021-08-05,69.7,
England,,2021-08-06,69.75,
England,,2021-08-07,69.81,
England,,2021-08-08,69.84,
England,,2021-08-09,69.88,
England,,2021-08-10,69.93,
England,,2021-08-11,69.99,
England,,2021-08-12,70.05,
England,,2021-08-13,70.11,
England,,2021-08-14,70.18,
England,,2021-08-15,70.22,
England,,2021-08-16,70.27,
England,,2021-08-17,70.33,
England,,2021-08-18,70.4,
England,,2021-08-19,70.48,
England,,2021-08-20,70.58,
England,,2021-08-21,70.68,
England,,2021-08-22,70.74,
England,,2021-08-23,70.81,
England,,2021-08-24,70.89,
England,,2021-08-25,70.99,
England,,2021-08-26,71.07,
England,,2021-08-27,71.14,
England,,2021-08-28,71.21,
England,,2021-08-29,71.24,
England,,2021-08-30,71.27,
England,,2021-08-31,71.33,
England,,2021-09-01,71.4,
England,,2021-09-02,71.46,
England,,2021-09-03,71.51,
England,,2021-09-04,71.57,
England,,2021-09-05,71.6,
England,,2021-09-06,71.63,
England,,2021-09-07,71.67,
England,,2021-09-08,71.71,
England,,2021-09-09,71.75,
England,,2021-09-10,71.79,
England,,2021-09-11,71.83,
England,,2021-09-12,71.85,
England,,2021-09-13,71.88,
England,,2021-09-14,71.91,
England,,2021-09-15,71.94,
England,,2021-09-16,71.98,
England,,2021-09-17,72.01,
England,,2021-09-18,72.05,
England,,2021-09-19,72.07,
England,,2021-09-20,72.09,
England,,2021-09-21,72.12,
England,,2021-09-22,72.16,
England,,2021-09-23,72.19,
England,,2021-09-24,72.23,
England,,2021-09-25,72.26,
England,,2021-09-26,72.28,
